Name,Comment,Likes
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
Jedi X,Calling it now  R.I.P LUKE SKYWALKER.,9
Sami Bacha,Holy guacamole,0
HolsovanUltimate,I really dont understand the level of cringe the comment section is for this.,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
Christian Alexander,I AM SOOOOOO HYPED,4
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
JoJoFan87,....no,0
MeinNameIstJulien,NO REY IS NOT BECOMING A SITH,0
Leo Kolas,hopefully better than 7. 7 wasnt original and had a horrible story line compare to other possibilities. anyway im pumped,0
Tyler,Bro!!!!  OMG I can&#39;t stop watching it,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
Carolin Fulmer,"Luke just help Rey or she&#39;s going to go to Kylo and that will be VERY bad, but really awesome.",16
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
GraceAndGlory,I&#39;m already sick of porgs,39
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
Black,I Lost It when snoke said &quot;fullfill your destiny&quot;,0
David K,Some of these haters get me laughing....no one can do anything right in their eyes....and heavily calloused right hands....while in mom and dads basement apartment.,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
RVR121,Oh look Mrs practical armor does something in this movie.,0
CoD4Disturbed,Looks like Christmas is coming 10 days early!,1
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,2
JarJarCatlin,Dank,1
Ricardo Fernandez Torres,"So, let me guess. A lot of AT-AT in a planet attacking the &quot;not the rebels&quot;, the &quot;not the empire&quot; attacking the good guys fleet and then they all escape just to fall into &quot;Not the empire&quot; hands again, then the &quot;not yet jedi girl&quot; comes to the rescue, she fights the sith lord in black armor and cape, he defeats her and tells her something surprising and the she escapes (maybe losing a hand in the process) and probably one of their friends is captured. <br><br>Oh man, I really want to see the &quot;not the ewoks&quot; in the next movie.",97
O B,"I hope we get to see captain phasma being a pimp and not just getting held up and owned like a punk again, she’s legit one of my favourite newcomers",0
Святая Инквизиция,the worst trailer I&#39;ve ever seen,0
Ste1n,2 years later we find out what happened between Luke and Ray on that island xd,0
SquareCat Productions,Rey =  Younger Luke <br>Luke = Yoda<br>Kylo Ren = Darth Vader<br>Snoke = Palpatine<br>Poe = Han<br>Fin = Leia <br><br>So on...,189
Ewilds,Ouais ok c&#39;est déjà de la merde bien joué Disney,1
Matija Brajović,Hello there!,6
Liggi,"PENGUIN ALLIE <a href=""https://www.youtube.com/watch?v=Q0CbN8sfihY&amp;t=1m33s"">1:33</a>",0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
MPP,plot twist! the true sith lord is mickey😂😂,0
Mairo cart,Star wars episode 8: The Empire strikes back 2,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
Joshua,Snoke looks like he healed himself sense the 7 episode...force vampire?,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
AH,<b>G O O S E B U M P S</b>,2
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
George Figueroa,The Beatles are the best music band of all time! Rash em!,1
Shikhar Bhatt,"Let&#39;s make this the most liked teaser in the world guys.<a href=""http://www.youtube.com/results?search_query=%23starwarsisepicness"">#starwarsisepicness</a>",1
daniel,Wow,0
ozjedi1,I get to see this on the 14th of December here in Australia and I already have my tickets,0
TheScauldron,"<a href=""https://www.youtube.com/watch?v=Q0CbN8sfihY&amp;t=1m28s"">1:28</a> is that Quarzite from The Clone Wars, where Boba and co tried to smuggle the Kage warrior girl? Either that or that&#39;s another part of Crait.",0
Robin Ydal,"When I saw the thumbnail I thought she was fighting a T rex, now that would be a movie and a half.",21
Vespa SST,Remember what peoples said about selling SW to Disney.,0
striker,OMG yes!!!!!<br>I AM HYPED,1
logan_eggboy,<b>*Nerdy Screaming*</b> AAAAAAAAAAAAAAAA. Also <b>*Loud crying because Carrie Fisher*</b>,0
faiza ArchitectA,How to contact you please ???,0
MCNT,"&quot;I&#39;ve only seen this raw power once before, it didn&#39;t scare me then...it does now.&quot;<br>If that raw power is referencing to Darth Vader, sorry but that is not happening :3",6
Dislike Button,Kylo Ren gets rage af,0
valcriston,BONE CHILLING!!!!!!,0
Sam A,We just want more lightsaber fights,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
Cássio Calamidade,Mal posso esperar até Dezembro!!!!!,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
Fractins,Lit,0
atlnigga,It is NOW true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
James Samsel,<b>Jar-Jar?</b>,1
atlnigga,It is true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
Vadim Anokhin,"Все идём в кино. Правда, я ещё и 7 эпизод не видел. :)",0
GyanPrakash,Definitely now Rey is on Dark Side,1
D M,I really hope Luke will fight snoke or snoke fights someone at least and not just him taking in like the last 10 min of the movie,0
Ubercubertuber,Looks like turd of a flick.,0
press f to pay frog,i REALLY hope phasma plays a bigger part in this or at least has more character substance. it would be such a shame to see her reduced to just a shiny prop :(,0
Test Channel,THIS LOOKS AMAZING!!!,0
Martyna,I AM TRULY CONFUSED,0
kusaisaru,Kylo:  &quot;I&#39;ll try spinning.  That&#39;s a good trick.&quot;  Just like his grandpa after all.,6
James Samsel,<b>Star</b> <b>Trek?</b> or <b>Star</b> <b>Wars?</b>,1
thebestpairyet,"Finn looks so sick in this, and the ending, wow, that made the trailer.",0
Jacob Jacob,I hope Kylo will give her his hand!,2
Debonaire Nerd,Who else is looking forward to the Nerd Crew?,0
Foxeline,"<a href=""https://www.youtube.com/watch?v=Q0CbN8sfihY&amp;t=1m32s"">1:32</a> I half expected Han to show up",0
lurq,Hyped,0
Super Q,PORGS IN SPACE!!!,0
atlnigga,It is true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
atlnigga,It is true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
atlnigga,It is true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
atlnigga,It is true: REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO REYLO,0
TazarZero,"Lol, they said Snoke was gonna be a tall puppet - looks a little CG-ish to me~",0
kenaiStaR 1,Empire strikes back and return of the Jedi vol2. Hope I&#39;m wrong,0
GrimGaming 72,The question<br> does Luke refuse to show Rey the force cause this &quot;raw power&quot; that was in her was what was in Kylo ren before he became a Sith and he is afraid Rey will turn to the dark side or something else<br>And will Rey turn to the dark side because of that we see her going to Kylo asking for help &quot;finding her place&quot; (perhaps in the force),1
Mrs. Cookie,"luke is <a href=""http://www.youtube.com/results?search_query=%23dead"">#dead</a>. bet 10,000 dollars<br><br><br><br><br><br><br><br><br>we&#39;ll see",0
Milorad Lekic,I feel like they spoiled too much,0
Amanda Blightly,Oh this looks horrible. So many cliches! Han Solo gets replaced by the gopher from Caddyshack. George Lucas we miss you!,0
fl cm,Iam new to starwars from where should I start watching so that I could understand this part plz say anyone,1
Никита Малышев,good one,0
Bro Bost,Z😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😚😯😯😯😯😯😯😯😯😯😯😯😯😚😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😚😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😚😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😚😯😯😯😯😯😯😯😌😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😚😯😯😯😯😯😯😯😯😯😯😚😯😯😣😯😯😯😚😯😯😯😣😯😯😚😯😯😯😯😚😯😯😯😯😯😯😯😯😯😯😯😯😯😯😣😣😯😯😯😃😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯😚😯😯😯😯😯😯😯😯😯😣😯😯😯😯😯😯😯😯😯😯😯😯😯😯😯,0
